gRNA_id,gene,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,ABE_SY-5609_10nM_REP1,ABE_SY-5609_10nM_REP2,ABE_SY-5609_10nM_REP3,ABE_SY-5609_100nM_REP1,ABE_SY-5609_100nM_REP2,ABE_SY-5609_100nM_REP3
gRNA_CDK7_targ_348,CDK7,4139.0,6699.0,11964.0,16757.0,10767.0,14836.0,1919.0,562.0,96.0,126.0,5245.0,811.0,4767.0,5156.0,5225.0,11057.0,3157.0,2909.0,281.0,1898.0,4228.0,3754.0,3447.0,5506.0
gRNA_CDK7_targ_349,CDK7,3000.0,3543.0,25652.0,12388.0,8297.0,9690.0,429.0,361.0,174.0,975.0,703.0,2385.0,3821.0,2339.0,13456.0,6721.0,5388.0,1130.0,178.0,757.0,4024.0,1589.0,1262.0,18685.0
gRNA_CDK7_targ_350,CDK7,7817.0,3196.0,11183.0,6033.0,12081.0,9706.0,19756.0,1323.0,453.0,213.0,1710.0,1102.0,3306.0,3154.0,8193.0,13008.0,5021.0,1776.0,570.0,1271.0,1828.0,2660.0,2092.0,6120.0
gRNA_CDK7_targ_351,CDK7,4706.0,3331.0,12409.0,6244.0,5350.0,7093.0,194.0,262.0,71.0,411.0,5072.0,305.0,2756.0,1694.0,1610.0,4009.0,6254.0,795.0,200.0,1593.0,2247.0,2463.0,975.0,3311.0
gRNA_CDK7_targ_352,CDK7,2961.0,3605.0,8120.0,9592.0,10454.0,10256.0,1783.0,565.0,54.0,465.0,8490.0,1436.0,3040.0,2688.0,4000.0,4387.0,3285.0,1675.0,151.0,785.0,4182.0,804.0,1035.0,8854.0
gRNA_CDK7_targ_353,CDK7,3148.0,1498.0,4252.0,5597.0,6128.0,3616.0,127.0,6611.0,68.0,13.0,1060.0,233.0,1286.0,1300.0,2291.0,1951.0,2141.0,2025.0,152.0,283.0,440.0,57.0,195.0,2816.0
gRNA_CDK7_targ_354,CDK7,1712.0,1881.0,3554.0,2328.0,6511.0,3823.0,1385.0,19.0,94.0,236.0,1013.0,37.0,4715.0,2894.0,1456.0,4254.0,1023.0,1595.0,89.0,969.0,637.0,3732.0,1756.0,2385.0
gRNA_CDK7_targ_355,CDK7,1505.0,427.0,3085.0,1855.0,2849.0,4133.0,27.0,189.0,28.0,313.0,3365.0,367.0,1233.0,812.0,4249.0,3489.0,3276.0,624.0,87.0,101.0,2275.0,960.0,874.0,510.0
gRNA_CDK7_targ_356,CDK7,1625.0,1626.0,3709.0,5538.0,2681.0,7650.0,248.0,133.0,15.0,93.0,50.0,57.0,1530.0,2307.0,1426.0,6613.0,2864.0,889.0,289.0,576.0,1872.0,1833.0,3714.0,1621.0
gRNA_CDK7_targ_357,CDK7,420.0,1503.0,1859.0,1607.0,928.0,2655.0,138.0,19.0,25.0,7.0,110.0,1081.0,820.0,495.0,1551.0,1693.0,798.0,325.0,34.0,202.0,810.0,488.0,117.0,4389.0
gRNA_CDK7_targ_358,CDK7,5016.0,4200.0,3286.0,6728.0,10946.0,8224.0,1200.0,1171.0,16.0,23.0,931.0,562.0,1917.0,2642.0,2651.0,5913.0,2768.0,2043.0,322.0,1412.0,1348.0,1318.0,1382.0,3250.0
gRNA_CDK7_targ_359,CDK7,2047.0,266.0,3010.0,3398.0,2334.0,2553.0,51821.0,114.0,26.0,219.0,1412.0,685.0,1334.0,968.0,806.0,2892.0,214.0,441.0,432.0,115.0,361.0,630.0,866.0,1457.0
gRNA_CDK7_targ_360,CDK7,6606.0,3875.0,9869.0,5631.0,4575.0,4901.0,2488.0,343.0,36.0,180.0,619.0,1224.0,4142.0,2738.0,3806.0,4500.0,1932.0,1711.0,106.0,692.0,1126.0,556.0,981.0,775.0
gRNA_CDK7_targ_361,CDK7,10044.0,6488.0,8809.0,26592.0,10406.0,13439.0,1802.0,648.0,632.0,157.0,963.0,3903.0,6856.0,3596.0,11103.0,8220.0,4887.0,2856.0,226.0,1657.0,2379.0,2437.0,3367.0,3191.0
gRNA_CDK7_targ_362,CDK7,19748.0,23038.0,24923.0,31397.0,16797.0,14598.0,9567.0,1436.0,227.0,267.0,3714.0,3900.0,13158.0,12054.0,16503.0,16362.0,12061.0,6981.0,1162.0,7122.0,7093.0,13558.0,23764.0,43387.0
gRNA_CDK7_targ_363,CDK7,1511.0,4686.0,4556.0,2844.0,3268.0,4043.0,5727.0,219.0,823.0,22.0,61.0,57.0,2520.0,2193.0,4458.0,6819.0,4839.0,4097.0,267.0,1215.0,900.0,3497.0,2614.0,834.0
gRNA_CDK7_targ_364,CDK7,13504.0,10999.0,22166.0,12730.0,7664.0,14273.0,610.0,2455.0,434.0,305.0,2352.0,4777.0,11351.0,9438.0,12983.0,23511.0,11980.0,4356.0,1256.0,9223.0,10948.0,12508.0,11515.0,13603.0
gRNA_CDK7_targ_365,CDK7,4916.0,1956.0,9791.0,5396.0,6043.0,4284.0,1462.0,1168.0,4573.0,203.0,117.0,1854.0,1902.0,2976.0,4997.0,4985.0,6004.0,1115.0,155.0,1806.0,175.0,1428.0,5836.0,6830.0
gRNA_CDK7_targ_366,CDK7,13147.0,27586.0,37274.0,26725.0,18945.0,20545.0,7058.0,2715.0,6356.0,628.0,4833.0,1818.0,30470.0,29316.0,18244.0,27419.0,14262.0,16950.0,2377.0,24198.0,38518.0,15231.0,13299.0,9819.0
gRNA_CDK7_targ_367,CDK7,1747.0,428.0,1785.0,1604.0,4771.0,1249.0,36.0,152.0,4.0,141.0,424.0,149.0,299.0,62.0,843.0,660.0,960.0,42.0,40.0,112.0,12.0,31.0,330.0,214.0
gRNA_CDK7_targ_368,CDK7,2817.0,585.0,3479.0,2637.0,2687.0,5004.0,75.0,63.0,274.0,10.0,23.0,812.0,1807.0,1753.0,1011.0,2523.0,1244.0,332.0,156.0,3409.0,167.0,845.0,1301.0,1902.0
gRNA_CDK7_targ_369,CDK7,3723.0,2909.0,10191.0,5100.0,5542.0,5617.0,2804.0,1884.0,376.0,1415.0,5677.0,3422.0,1512.0,1865.0,2839.0,3030.0,3036.0,1466.0,393.0,802.0,2183.0,1343.0,1299.0,1535.0
gRNA_CDK7_targ_370,CDK7,761.0,413.0,2072.0,3607.0,514.0,2421.0,337.0,147.0,19.0,4.0,44.0,775.0,1357.0,1053.0,1273.0,1825.0,1095.0,415.0,97.0,333.0,1105.0,45.0,768.0,628.0
gRNA_CDK7_targ_371,CDK7,2186.0,8338.0,11531.0,3776.0,7099.0,14895.0,536.0,308.0,250.0,48.0,4664.0,1882.0,6450.0,5253.0,4557.0,15659.0,9756.0,3545.0,548.0,2849.0,3597.0,3400.0,5346.0,1826.0
gRNA_CDK7_targ_372,CDK7,3172.0,2161.0,4086.0,8817.0,5056.0,3961.0,70.0,31.0,32.0,120.0,82.0,468.0,3010.0,2326.0,1408.0,2801.0,4315.0,1650.0,143.0,1015.0,309.0,1128.0,3071.0,5282.0
gRNA_CDK7_targ_373,CDK7,6240.0,2925.0,4373.0,4916.0,8833.0,5631.0,434.0,37.0,116.0,2634.0,1956.0,1081.0,2831.0,2333.0,3634.0,7560.0,1879.0,2113.0,244.0,872.0,2475.0,3050.0,3416.0,4642.0
gRNA_CDK7_targ_374,CDK7,4340.0,3389.0,5749.0,4568.0,6753.0,5239.0,779.0,1491.0,17.0,90.0,2598.0,1776.0,1728.0,580.0,1932.0,6169.0,2269.0,545.0,90.0,937.0,966.0,4041.0,1595.0,6015.0
gRNA_CDK7_targ_375,CDK7,6742.0,8976.0,2714.0,12484.0,8992.0,8482.0,1123.0,1606.0,479.0,3934.0,2859.0,1037.0,8610.0,4044.0,9164.0,9073.0,9125.0,2548.0,503.0,3531.0,3074.0,3689.0,4458.0,5531.0
gRNA_CDK7_targ_376,CDK7,3264.0,5747.0,11578.0,14122.0,5809.0,5428.0,202.0,506.0,29472.0,197.0,250.0,602.0,3195.0,4502.0,6535.0,7287.0,5266.0,3343.0,415.0,3568.0,1603.0,1902.0,3229.0,5029.0
gRNA_CDK7_targ_377,CDK7,9017.0,19820.0,21311.0,19985.0,9001.0,13641.0,944.0,1027.0,1357.0,386.0,1738.0,4814.0,14615.0,13234.0,16674.0,13884.0,12931.0,8199.0,1236.0,7743.0,9890.0,13504.0,6173.0,9349.0
gRNA_CDK7_targ_378,CDK7,2416.0,5704.0,6822.0,15854.0,7161.0,6761.0,22281.0,299.0,54.0,1200.0,777.0,1774.0,1825.0,7003.0,3799.0,7833.0,6220.0,1906.0,397.0,3417.0,3278.0,3666.0,2937.0,723.0
gRNA_CDK7_targ_379,CDK7,834.0,123.0,1239.0,5946.0,2548.0,3431.0,33.0,17.0,348.0,268.0,4015.0,38.0,1421.0,1509.0,2016.0,3675.0,2861.0,998.0,78.0,347.0,184.0,660.0,897.0,980.0
gRNA_CDK7_targ_380,CDK7,2691.0,3282.0,6892.0,3189.0,1607.0,1732.0,30.0,17.0,69.0,1032.0,4021.0,500.0,122.0,579.0,659.0,1662.0,1759.0,531.0,115.0,97.0,2950.0,871.0,90.0,1168.0
gRNA_CDK7_targ_381,CDK7,3020.0,1052.0,1619.0,4177.0,3770.0,3408.0,1519.0,23.0,31.0,49.0,3298.0,157.0,525.0,952.0,723.0,2116.0,1785.0,521.0,220.0,119.0,571.0,365.0,250.0,111.0
gRNA_CDK7_targ_382,CDK7,2343.0,3843.0,3162.0,3003.0,5828.0,2248.0,32.0,11.0,48.0,105.0,127.0,73.0,1246.0,586.0,1237.0,1613.0,1396.0,586.0,64.0,441.0,883.0,152.0,2168.0,3214.0
gRNA_CDK7_targ_383,CDK7,2106.0,1366.0,1518.0,3915.0,3639.0,5971.0,96.0,63.0,1121.0,18.0,3536.0,110.0,3090.0,2255.0,4324.0,5584.0,797.0,1106.0,100.0,3010.0,2856.0,1897.0,2106.0,6742.0
gRNA_CDK7_targ_384,CDK7,1678.0,1132.0,2046.0,3192.0,3204.0,2827.0,322.0,61.0,14.0,10.0,2180.0,156.0,1675.0,751.0,1137.0,506.0,1288.0,304.0,69.0,197.0,1822.0,956.0,809.0,745.0
gRNA_CDK7_targ_385,CDK7,6892.0,1764.0,4460.0,5817.0,3370.0,5241.0,959.0,1093.0,30.0,26.0,1571.0,491.0,707.0,1679.0,10031.0,4212.0,5722.0,1377.0,124.0,494.0,8281.0,904.0,4105.0,10397.0
gRNA_CDK7_targ_386,CDK7,3415.0,4540.0,3388.0,4685.0,7800.0,8527.0,685.0,2409.0,105.0,248.0,6095.0,2359.0,1659.0,1950.0,2912.0,6114.0,2933.0,1522.0,166.0,374.0,2924.0,1104.0,1823.0,7411.0
gRNA_CDK7_targ_387,CDK7,2566.0,4900.0,3695.0,2380.0,13234.0,5649.0,132.0,1000.0,342.0,25153.0,2314.0,904.0,3731.0,3666.0,13855.0,7409.0,4765.0,5855.0,262.0,2235.0,3841.0,4160.0,4179.0,2171.0
gRNA_CDK7_targ_388,CDK7,9977.0,9500.0,18291.0,6207.0,7336.0,6525.0,234523.0,865.0,132.0,510.0,2638.0,1440.0,2858.0,3079.0,4593.0,6285.0,6278.0,3865.0,1904.0,2941.0,9258.0,3316.0,4877.0,3417.0
gRNA_CDK7_targ_389,CDK7,138.0,504.0,45.0,22.0,19.0,2346.0,69.0,6.0,190.0,13.0,63.0,15.0,1679.0,1281.0,5047.0,3341.0,66.0,1756.0,88.0,1397.0,1929.0,460.0,255.0,3065.0
gRNA_CDK7_targ_390,CDK7,749.0,1616.0,3318.0,2888.0,3543.0,3443.0,487.0,10.0,18.0,8.0,453.0,25.0,397.0,410.0,1296.0,1780.0,208.0,235.0,44.0,379.0,663.0,320.0,488.0,3398.0
gRNA_CDK7_targ_391,CDK7,1820.0,2332.0,5650.0,3137.0,4784.0,515.0,279.0,24.0,38.0,86.0,346.0,71.0,250.0,69.0,2360.0,314.0,1036.0,129.0,19.0,54.0,858.0,187.0,287.0,8547.0
gRNA_CDK7_targ_392,CDK7,5527.0,6286.0,9086.0,12209.0,8279.0,8039.0,10486.0,457.0,192.0,86.0,518.0,5789.0,3236.0,1533.0,4328.0,7702.0,6062.0,2116.0,509.0,1832.0,2123.0,2276.0,2199.0,2879.0
gRNA_CDK7_targ_393,CDK7,5565.0,9493.0,6738.0,14288.0,16121.0,13961.0,2423.0,625.0,457.0,244.0,1324.0,3816.0,6601.0,6921.0,10949.0,15553.0,4219.0,3523.0,650.0,5391.0,11243.0,6398.0,4247.0,5071.0
gRNA_CDK7_targ_394,CDK7,20378.0,20657.0,20742.0,24095.0,14949.0,23715.0,844.0,2823.0,271.0,320.0,7004.0,674.0,20852.0,14589.0,18380.0,25830.0,12380.0,12876.0,1560.0,11737.0,10457.0,16142.0,19923.0,15352.0
gRNA_CDK7_targ_395,CDK7,8989.0,12289.0,34457.0,17751.0,16367.0,17661.0,2996.0,2905.0,4563.0,204.0,2615.0,3165.0,34052.0,16257.0,12632.0,24821.0,22662.0,5387.0,1107.0,13427.0,43286.0,23427.0,23493.0,6113.0
gRNA_CDK7_targ_396,CDK7,16061.0,13467.0,34371.0,9678.0,22205.0,8969.0,801.0,1144.0,415.0,454.0,997.0,8327.0,10449.0,8775.0,8068.0,14758.0,12016.0,6395.0,970.0,4120.0,11757.0,7437.0,15957.0,7205.0
gRNA_CDK7_targ_397,CDK7,24071.0,11854.0,6652.0,14239.0,7487.0,17521.0,3156.0,806.0,170.0,190.0,1604.0,220.0,11924.0,12777.0,6814.0,19597.0,6239.0,6634.0,522.0,5891.0,6771.0,11045.0,4572.0,21115.0
gRNA_CDK7_targ_398,CDK7,17596.0,29110.0,40709.0,26718.0,23046.0,15668.0,5054.0,850.0,1299.0,557.0,3810.0,7028.0,16436.0,12609.0,12232.0,22802.0,16391.0,10013.0,2002.0,18008.0,10830.0,7494.0,22597.0,6959.0
gRNA_CDK7_targ_399,CDK7,10010.0,18913.0,20225.0,6603.0,10625.0,4256.0,1450.0,271.0,564.0,573.0,3633.0,1160.0,11455.0,2448.0,4002.0,9046.0,7623.0,2969.0,320.0,4772.0,5052.0,5500.0,4991.0,6301.0
gRNA_CDK7_targ_400,CDK7,14691.0,16728.0,33258.0,18000.0,9329.0,18577.0,504.0,4957.0,2255.0,580.0,1608.0,4451.0,31404.0,18126.0,18573.0,26124.0,27558.0,14245.0,1775.0,12043.0,24288.0,25265.0,34524.0,27343.0
gRNA_CDK7_targ_401,CDK7,6320.0,5904.0,7973.0,8631.0,8979.0,18746.0,570.0,671.0,156.0,422.0,3201.0,1697.0,16885.0,20735.0,7678.0,26535.0,17235.0,11295.0,1303.0,30821.0,27133.0,20325.0,12810.0,34104.0
gRNA_CDK7_targ_402,CDK7,8064.0,17822.0,23106.0,15348.0,12079.0,14868.0,3393.0,2235.0,2430.0,1529.0,5217.0,2859.0,16811.0,11349.0,18558.0,22558.0,9130.0,11335.0,866.0,7900.0,9160.0,16367.0,12146.0,31218.0
gRNA_CDK7_targ_403,CDK7,14484.0,20502.0,37631.0,29291.0,26758.0,19616.0,4728.0,2210.0,472.0,1700.0,48849.0,7616.0,23375.0,17747.0,50473.0,24902.0,27023.0,10061.0,2464.0,17497.0,27322.0,21363.0,26898.0,38268.0
gRNA_CDK7_targ_404,CDK7,9056.0,8764.0,22325.0,21390.0,18098.0,21356.0,2096.0,308.0,707.0,441.0,4053.0,724.0,20950.0,19029.0,16509.0,32700.0,14581.0,12059.0,722.0,12825.0,16584.0,11712.0,15361.0,9579.0
gRNA_CDK7_targ_405,CDK7,22077.0,12809.0,18270.0,15751.0,20614.0,19005.0,16794.0,3082.0,722.0,718.0,537.0,5581.0,12148.0,12351.0,23142.0,26715.0,13820.0,7982.0,985.0,5027.0,7947.0,5925.0,7268.0,6306.0
gRNA_CDK7_targ_406,CDK7,2805.0,4201.0,5219.0,15511.0,7409.0,4830.0,1737.0,1078.0,718.0,440.0,728931.0,1427.0,1707.0,4017.0,7855.0,4873.0,5042.0,4982.0,417.0,2859.0,5161.0,5364.0,4718.0,2206.0
gRNA_CDK7_targ_407,CDK7,5503.0,1249.0,1719.0,8023.0,8509.0,6950.0,408.0,623.0,53.0,39.0,74.0,2964.0,3810.0,4670.0,13760.0,13846.0,6883.0,2736.0,449.0,2395.0,496.0,3490.0,3836.0,5335.0
gRNA_CDK7_targ_408,CDK7,1343.0,1534.0,860.0,2114.0,1890.0,2691.0,106.0,8.0,0.0,5.0,366.0,9.0,436.0,1102.0,2072.0,2358.0,2589.0,1194.0,111.0,287.0,452.0,134.0,719.0,22.0
gRNA_CDK7_targ_409,CDK7,2197.0,3142.0,5423.0,6946.0,5020.0,5840.0,11496.0,480.0,61.0,39.0,347.0,468.0,2791.0,1566.0,2002.0,4217.0,3205.0,881.0,201.0,605.0,1090.0,1233.0,468.0,587.0
gRNA_CDK7_targ_410,CDK7,1787.0,542.0,6911.0,9393.0,4370.0,6538.0,149.0,2027.0,21.0,226.0,161.0,238.0,2720.0,2132.0,2667.0,4559.0,1170.0,562.0,64.0,949.0,1865.0,676.0,569.0,2531.0
gRNA_CDK7_targ_411,CDK7,976.0,2831.0,1636.0,5899.0,3320.0,8293.0,81.0,512.0,13.0,41.0,543.0,790.0,3217.0,3471.0,3537.0,7533.0,1677.0,2414.0,107.0,1290.0,1687.0,2206.0,1641.0,5684.0
gRNA_CDK7_targ_412,CDK7,3547.0,2668.0,5223.0,10838.0,6557.0,5259.0,1515.0,466.0,15.0,455.0,970.0,1813.0,1902.0,2049.0,6820.0,3719.0,10437.0,2393.0,315.0,1887.0,3847.0,3809.0,5991.0,4436.0
gRNA_CDK7_targ_413,CDK7,1454.0,1027.0,1523.0,4808.0,5094.0,4924.0,183.0,200.0,43.0,81.0,2801.0,38.0,1881.0,1006.0,2401.0,2817.0,4151.0,681.0,139.0,460.0,2199.0,771.0,341.0,5354.0
gRNA_CDK7_targ_414,CDK7,11780.0,1716.0,2749.0,2631.0,3868.0,6826.0,248.0,46.0,42.0,177.0,679.0,144.0,1315.0,1120.0,1948.0,5814.0,5172.0,1310.0,188.0,580.0,1257.0,1570.0,773.0,4690.0
gRNA_CDK7_targ_415,CDK7,1680.0,2807.0,3585.0,7917.0,2979.0,3273.0,86.0,127.0,53.0,97.0,3588.0,42.0,1686.0,1100.0,5859.0,1972.0,864.0,736.0,85.0,395.0,3443.0,750.0,732.0,3848.0
gRNA_CDK7_targ_416,CDK7,8082.0,613.0,8610.0,1210.0,5589.0,3226.0,1514.0,293.0,22.0,21.0,42.0,3394.0,1189.0,1253.0,8376.0,2609.0,4401.0,440.0,177.0,835.0,2858.0,910.0,1544.0,1291.0
gRNA_CDK7_targ_417,CDK7,5570.0,1412.0,3254.0,8301.0,5377.0,8266.0,756.0,64.0,121.0,86.0,528.0,801.0,3951.0,3057.0,6182.0,4291.0,4120.0,1676.0,157.0,1015.0,2519.0,2336.0,634.0,2463.0
gRNA_CDK7_targ_418,CDK7,2128.0,3084.0,1725.0,3716.0,2849.0,5266.0,47.0,1005.0,282.0,131.0,4202.0,1813.0,2637.0,1673.0,2445.0,3788.0,1727.0,1416.0,79.0,697.0,2321.0,2027.0,1353.0,4256.0
gRNA_CDK7_targ_419,CDK7,4509.0,9290.0,3297.0,5609.0,7477.0,7008.0,255.0,1074.0,716.0,1135.0,2423.0,448.0,6060.0,3475.0,2019.0,10669.0,3858.0,1616.0,490.0,2838.0,3299.0,4393.0,3655.0,8836.0
gRNA_CDK7_targ_420,CDK7,4486.0,6643.0,4628.0,9565.0,5206.0,4276.0,459.0,121.0,126.0,46.0,1437.0,907.0,1797.0,709.0,3160.0,2139.0,791.0,817.0,89.0,294.0,810.0,685.0,1297.0,2244.0
gRNA_CDK7_targ_421,CDK7,4928.0,2015.0,10797.0,11720.0,3701.0,4847.0,224.0,1536.0,17.0,272.0,989.0,778.0,2601.0,526.0,6128.0,4303.0,3051.0,749.0,115.0,705.0,1807.0,549.0,2047.0,1610.0
gRNA_CDK7_targ_422,CDK7,940.0,577.0,457.0,1049.0,1363.0,2530.0,90.0,41.0,10.0,43.0,2817.0,203.0,852.0,413.0,2802.0,1138.0,1171.0,364.0,60.0,273.0,888.0,434.0,759.0,348.0
gRNA_CDK7_targ_423,CDK7,760.0,109.0,8.0,1024.0,1603.0,225.0,71.0,1.0,9.0,4.0,174.0,8.0,33.0,51.0,323.0,57.0,11.0,85.0,43.0,48.0,49.0,25.0,47.0,999.0
gRNA_CDK7_targ_424,CDK7,1745.0,1818.0,3306.0,3254.0,3976.0,1017.0,32.0,8.0,21.0,123.0,182.0,125.0,706.0,422.0,1923.0,574.0,531.0,80.0,18.0,90.0,1676.0,156.0,259.0,671.0
gRNA_CDK7_targ_425,CDK7,2156.0,838.0,1313.0,2535.0,856.0,3262.0,95.0,22.0,186.0,43.0,1855.0,312.0,557.0,381.0,9878.0,1152.0,957.0,1225.0,51.0,174.0,3757.0,818.0,372.0,11530.0
gRNA_CDK7_targ_426,CDK7,5864.0,6151.0,3456.0,4983.0,5875.0,7844.0,720.0,53.0,58.0,151.0,235.0,840.0,9987.0,3769.0,14339.0,10877.0,7838.0,2528.0,363.0,5361.0,13687.0,2979.0,8066.0,4008.0
gRNA_CDK8_targ_427,CDK8,6394.0,8508.0,5030.0,9121.0,9609.0,7811.0,621.0,793.0,923.0,406.0,853.0,1447.0,5855.0,4678.0,5514.0,6831.0,5953.0,4882.0,560.0,3528.0,4505.0,2683.0,3092.0,3205.0
gRNA_CDK8_targ_428,CDK8,6153.0,6910.0,2777.0,10297.0,8197.0,6227.0,4719.0,537.0,302.0,148.0,829.0,145.0,4377.0,4135.0,2575.0,5071.0,3001.0,2398.0,463.0,1772.0,1289.0,2358.0,2793.0,9557.0
gRNA_CDK8_targ_429,CDK8,4580.0,4372.0,10081.0,12643.0,7757.0,17071.0,21625.0,277.0,6829.0,351.0,239.0,1294.0,15302.0,8264.0,14993.0,20002.0,12147.0,6370.0,667.0,5034.0,9565.0,7807.0,8053.0,14775.0
gRNA_CDK8_targ_430,CDK8,12934.0,7338.0,6861.0,14817.0,11096.0,12155.0,1543.0,908.0,340.0,1074.0,383.0,2491.0,11502.0,9024.0,10144.0,17416.0,5063.0,5012.0,329.0,5376.0,4840.0,4314.0,10769.0,3929.0
gRNA_CDK8_targ_431,CDK8,3238.0,3496.0,18228.0,12141.0,14185.0,12949.0,1700.0,29580.0,584.0,420.0,4534.0,2283.0,5768.0,7106.0,5076.0,14645.0,10713.0,8526.0,850.0,9161.0,1411.0,4263.0,6719.0,11846.0
gRNA_CDK8_targ_432,CDK8,15485.0,5626.0,11509.0,15035.0,6458.0,9181.0,3419.0,2117.0,4425.0,2556579.0,31088.0,6591.0,12548.0,7798.0,22772.0,21417.0,8626.0,329520.0,10768.0,8370.0,18132.0,6312.0,9511.0,79262.0
gRNA_CDK8_targ_433,CDK8,8829.0,16097.0,10282.0,13203.0,15447.0,10258.0,226.0,34766.0,119.0,4643.0,1995.0,3995.0,15065.0,9367.0,11884.0,9904.0,14521.0,7351.0,741.0,8577.0,10883.0,4600.0,16405.0,10584.0
gRNA_CDK8_targ_434,CDK8,3152.0,10892.0,8814.0,4820.0,3858.0,8841.0,1392.0,790.0,249.0,342.0,2627.0,692.0,7337.0,6024.0,8263.0,8850.0,2920.0,2642.0,267.0,4924.0,3450.0,5732.0,12623.0,416.0
gRNA_CDK8_targ_435,CDK8,18041.0,25665.0,24369.0,27248.0,23912.0,13918.0,3476.0,4028.0,6307.0,706.0,3347.0,10141.0,17749.0,13292.0,24857.0,18060.0,17654.0,7076.0,1981.0,10196.0,11570.0,8279.0,22689.0,14142.0
gRNA_CDK8_targ_436,CDK8,5032.0,7019.0,10943.0,10811.0,7664.0,12832.0,24273.0,569.0,405.0,896.0,1515.0,3340.0,15249.0,11020.0,5250.0,19908.0,7016.0,9633.0,629.0,9882.0,13685.0,10788.0,3529.0,25935.0
gRNA_CDK8_targ_437,CDK8,4769.0,4487.0,8509.0,3982.0,5559.0,7676.0,315.0,44.0,233.0,87.0,1499.0,607.0,5894.0,4950.0,5202.0,6334.0,5711.0,3279.0,199.0,658.0,1385.0,2860.0,5985.0,2377.0
gRNA_CDK8_targ_438,CDK8,8966.0,985.0,9370.0,14279.0,9415.0,3594.0,1010.0,849.0,20872.0,180.0,1050.0,331.0,3451.0,1275.0,3940.0,6424.0,4478.0,1553.0,394.0,5691.0,2319.0,2572.0,3561.0,8409.0
gRNA_CDK8_targ_439,CDK8,3978.0,6695.0,16741.0,10749.0,3291.0,6617.0,1488.0,251.0,834.0,129.0,778.0,837.0,7058.0,8699.0,14002.0,5346.0,1146.0,2011.0,548.0,3531.0,10012.0,4130.0,7604.0,3894.0
gRNA_CDK8_targ_440,CDK8,41700.0,16995.0,56356.0,32001.0,17940.0,25992.0,3442.0,4084.0,1910.0,1097.0,3150.0,49633.0,30504.0,29738.0,39582.0,24486.0,16721.0,16059.0,3950.0,29114.0,18882.0,28885.0,21950.0,18117.0
gRNA_CDK8_targ_441,CDK8,3975.0,4558.0,5773.0,6944.0,3257.0,5396.0,321.0,4739.0,751.0,443.0,219.0,75.0,3580.0,5141.0,17247.0,6733.0,4464.0,1357.0,673.0,6381.0,10033.0,5991.0,2467.0,5813.0
gRNA_CDK8_targ_442,CDK8,17591.0,16257.0,12096.0,21577.0,7915.0,7472.0,27273.0,489.0,284.0,192.0,1468.0,2245.0,6084.0,4891.0,4796.0,10632.0,4679.0,4966.0,814.0,3262.0,10531.0,7851.0,4358.0,13037.0
gRNA_CDK8_targ_443,CDK8,9223.0,11505.0,16586.0,12255.0,14167.0,10044.0,2395.0,804.0,688.0,1450.0,1036.0,3702.0,18367.0,13447.0,5526.0,14006.0,14761.0,7902.0,749.0,3693.0,11587.0,9285.0,28522.0,7720.0
gRNA_CDK8_targ_444,CDK8,10243.0,2148.0,4379.0,11979.0,2687.0,6339.0,317.0,118.0,371.0,44.0,892.0,106.0,8506.0,6835.0,5285.0,5023.0,3852.0,4406.0,181.0,4627.0,7246.0,5996.0,4048.0,5904.0
gRNA_CDK8_targ_445,CDK8,6957.0,22081.0,12140.0,12248.0,4613.0,9015.0,132.0,1415.0,217.0,189.0,1344.0,2146.0,9110.0,6252.0,10757.0,12772.0,6436.0,3826.0,922.0,3454.0,7414.0,6291.0,5479.0,2629.0
gRNA_CDK8_targ_446,CDK8,10439.0,8251.0,8134.0,10597.0,2408.0,9423.0,2018.0,498.0,693.0,49.0,647.0,242.0,11155.0,7986.0,6236.0,14724.0,6888.0,2138.0,673.0,5160.0,6128.0,13610.0,5691.0,17295.0
gRNA_CDK8_targ_447,CDK8,14237.0,5300.0,14728.0,21684.0,10519.0,14294.0,7524.0,116.0,1072.0,736.0,3486.0,633.0,6363.0,6594.0,3154.0,17314.0,10727.0,5316.0,540.0,4238.0,3555.0,7316.0,5094.0,3289.0
gRNA_CDK8_targ_448,CDK8,4461.0,3760.0,8576.0,4045.0,5336.0,2291.0,2318.0,387.0,8223.0,94.0,1915.0,479.0,1386.0,1166.0,5652.0,1654.0,1553.0,1102.0,91.0,1206.0,201.0,1098.0,3717.0,8317.0
gRNA_CDK8_targ_449,CDK8,11262.0,15708.0,11425.0,20576.0,10180.0,13766.0,6980.0,1751.0,154.0,562.0,4831.0,4688.0,14324.0,11263.0,21871.0,25764.0,11378.0,4334.0,531.0,4455.0,13472.0,4663.0,9169.0,4127.0
