gRNA_id,gene,T0_REP1,T0_REP2,T0_REP3,DMSO_REP1,DMSO_REP2,DMSO_REP3,KB_2000_REP1,KB_2000_REP2,KB_2000_REP3,KB_4000_REP1,KB_4000_REP2,KB_4000_REP3
gRNA_CDK8_targ_597,CDK8,3493.0,2722.0,7693.0,2622.0,9895.0,1268.0,489.0,1499.0,1170.0,339.0,15605.0,2441.0
gRNA_CDK8_targ_598,CDK8,42.0,1321.0,2495.0,382.0,1115.0,79.0,16.0,113.0,692.0,31.0,298.0,4.0
gRNA_CDK8_targ_599,CDK8,168.0,3356.0,5642.0,877.0,2189.0,469.0,83.0,196.0,77.0,118.0,4497.0,34.0
gRNA_CDK8_targ_600,CDK8,1155.0,2168.0,5858.0,872.0,3171.0,591.0,43.0,378.0,384.0,12.0,1548.0,57.0
gRNA_CDK8_targ_601,CDK8,3328.0,2538.0,8066.0,2157.0,6680.0,1316.0,95.0,222.0,367.0,995.0,11389.0,279.0
gRNA_CDK8_targ_602,CDK8,3272.0,3025.0,9778.0,3874.0,9576.0,1071.0,349.0,1175.0,1209.0,575.0,9876.0,1456.0
gRNA_CDK8_targ_603,CDK8,2996.0,6493.0,12179.0,6245.0,10391.0,1674.0,2147.0,1358.0,1118.0,5609.0,39756.0,3047.0
gRNA_CDK8_targ_604,CDK8,5028.0,5859.0,4690.0,6902.0,6395.0,964.0,4110.0,3833.0,4330.0,862.0,8053.0,5919.0
gRNA_CDK8_targ_605,CDK8,5116.0,11034.0,12495.0,7578.0,5760.0,2789.0,2260.0,5049.0,5738.0,10897.0,22336.0,4470.0
gRNA_CDK8_targ_606,CDK8,2392.0,4501.0,4877.0,809.0,5870.0,2972.0,155.0,1503.0,2333.0,754.0,6768.0,7153.0
gRNA_CDK8_targ_607,CDK8,5073.0,7219.0,21203.0,9575.0,14941.0,4549.0,2043.0,1766.0,3468.0,1615.0,9876.0,2124.0
gRNA_CDK8_targ_608,CDK8,7532.0,7186.0,13385.0,7331.0,17623.0,5954.0,2739.0,2394.0,8953.0,2923.0,5213.0,6741.0
gRNA_CDK8_targ_609,CDK8,1636.0,4148.0,9596.0,2761.0,7046.0,1525.0,249.0,2135.0,7419.0,562.0,6370.0,1660.0
gRNA_CDK8_targ_610,CDK8,2337.0,3908.0,7440.0,2745.0,3527.0,3242.0,351.0,378.0,1681.0,187.0,10188.0,1919.0
gRNA_CDK8_targ_611,CDK8,3044.0,2363.0,5954.0,2153.0,2463.0,1751.0,2049.0,77.0,867.0,9916.0,19275.0,1424.0
gRNA_CDK8_targ_612,CDK8,6936.0,10669.0,21671.0,12087.0,12938.0,3263.0,1872.0,2088.0,2318.0,2387.0,27143.0,4543.0
gRNA_CDK8_targ_613,CDK8,13689.0,17175.0,28553.0,10360.0,20976.0,7278.0,5124.0,1544.0,6017.0,4676.0,17838.0,14939.0
gRNA_CDK8_targ_614,CDK8,6476.0,19213.0,25328.0,9411.0,13597.0,2882.0,1180.0,10979.0,4002.0,2654.0,8637.0,1537.0
gRNA_CDK8_targ_615,CDK8,979.0,1981.0,2445.0,1443.0,1804.0,205.0,11.0,704.0,234.0,92.0,1578.0,974.0
gRNA_CDK8_targ_616,CDK8,3923.0,6907.0,15191.0,9022.0,5540.0,4382.0,2410.0,1054.0,800.0,4424.0,10270.0,478.0
gRNA_CDK8_targ_617,CDK8,4040.0,8549.0,16433.0,6050.0,6539.0,4305.0,1305.0,1297.0,6244.0,804.0,15864.0,9741.0
gRNA_CDK8_targ_618,CDK8,2219.0,3432.0,8555.0,2959.0,4272.0,4713.0,1546.0,684.0,3782.0,1139.0,2194.0,2074.0
gRNA_CDK8_targ_619,CDK8,1790.0,4761.0,6727.0,4862.0,6871.0,3732.0,1708.0,4053.0,3764.0,4564.0,18473.0,1686.0
gRNA_CDK8_targ_620,CDK8,2679.0,9796.0,5481.0,4017.0,4514.0,13392.0,387.0,3169.0,1785.0,907.0,16061.0,544.0
gRNA_CDK8_targ_621,CDK8,2456.0,4190.0,12283.0,9975.0,7927.0,1576.0,123.0,472.0,973.0,319.0,9442.0,1314.0
gRNA_CDK8_targ_622,CDK8,2930.0,7387.0,5717.0,2556.0,6356.0,2547.0,218.0,336.0,1792.0,185.0,22642.0,703.0
gRNA_CDK8_targ_623,CDK8,2064.0,3815.0,6306.0,1504.0,1142.0,1295.0,350.0,1771.0,1686.0,2633.0,8991.0,2059.0
gRNA_CDK8_targ_624,CDK8,2295.0,1774.0,6218.0,2530.0,3868.0,530.0,408.0,824.0,258.0,1015.0,13633.0,695.0
gRNA_CDK8_targ_625,CDK8,2807.0,1708.0,8999.0,4114.0,4785.0,2075.0,209.0,235.0,4510.0,958.0,5204.0,80.0
gRNA_CDK8_targ_626,CDK8,2527.0,3338.0,4716.0,2677.0,6322.0,2355.0,852.0,3004.0,2326.0,2318.0,2673.0,408.0
gRNA_CDK8_targ_627,CDK8,2775.0,4466.0,12195.0,3507.0,5562.0,1118.0,176.0,465.0,497.0,108.0,4550.0,2473.0
gRNA_CDK8_targ_628,CDK8,4792.0,5375.0,12821.0,2658.0,5376.0,1242.0,1327.0,720.0,978.0,935.0,4214.0,1454.0
gRNA_CDK8_targ_629,CDK8,4762.0,7498.0,13918.0,5043.0,7683.0,2218.0,377.0,128.0,2011.0,136.0,11089.0,4969.0
gRNA_CDK8_targ_630,CDK8,693.0,1620.0,3610.0,2391.0,2258.0,655.0,18.0,51.0,1154.0,43.0,1816.0,45.0
gRNA_CDK8_targ_631,CDK8,1351.0,2909.0,4620.0,2535.0,5568.0,619.0,20.0,45.0,164.0,8.0,5357.0,356.0
gRNA_CDK8_targ_632,CDK8,648.0,7681.0,6949.0,1898.0,4013.0,773.0,380.0,11.0,428.0,346.0,140.0,882.0
gRNA_CDK8_targ_633,CDK8,442.0,4174.0,4187.0,1788.0,980.0,1342.0,458.0,721.0,909.0,11.0,7657.0,439.0
gRNA_CDK8_targ_634,CDK8,1215.0,2552.0,5635.0,2326.0,4536.0,692.0,69.0,466.0,606.0,38.0,7329.0,283.0
gRNA_CDK8_targ_635,CDK8,3790.0,5996.0,9131.0,2874.0,5343.0,687.0,1000.0,323.0,1722.0,1192.0,4459.0,1342.0
gRNA_CDK8_targ_636,CDK8,7544.0,16289.0,21786.0,7008.0,13613.0,3220.0,285.0,2461.0,3659.0,1374.0,16020.0,11407.0
gRNA_CDK8_targ_637,CDK8,465.0,1453.0,2369.0,1127.0,4543.0,232.0,94.0,192.0,21.0,4.0,947.0,163.0
gRNA_CDK8_targ_638,CDK8,6662.0,5502.0,11952.0,3367.0,8498.0,514.0,197.0,104.0,929.0,1881.0,2059.0,1810.0
gRNA_CDK8_targ_639,CDK8,2124.0,640.0,3998.0,1561.0,747.0,362.0,14.0,81.0,206.0,7.0,3611.0,52.0
gRNA_CDK8_targ_640,CDK8,1005.0,611.0,4056.0,587.0,7576.0,523.0,227.0,22.0,554.0,294.0,5443.0,345.0
gRNA_CDK8_targ_641,CDK8,619.0,2416.0,2589.0,3641.0,2732.0,569.0,51.0,458.0,569.0,1186.0,10844.0,4202.0
gRNA_CDK8_targ_642,CDK8,2722.0,4079.0,9266.0,2285.0,2091.0,804.0,41.0,114.0,118.0,22.0,1569.0,3459.0
gRNA_CDK8_targ_643,CDK8,674.0,3599.0,9582.0,2582.0,4898.0,1381.0,64.0,832.0,549.0,1781.0,6650.0,1376.0
gRNA_CDK8_targ_644,CDK8,7947.0,7705.0,26210.0,9677.0,13172.0,8427.0,1968.0,3120.0,4106.0,7296.0,16528.0,2781.0
gRNA_CDK8_targ_645,CDK8,5747.0,10351.0,12151.0,6182.0,14385.0,1651.0,684.0,1126.0,4678.0,572.0,11694.0,2435.0
gRNA_CDK8_targ_646,CDK8,311.0,2269.0,2179.0,2600.0,1357.0,276.0,451.0,111.0,677.0,10.0,2661.0,856.0
gRNA_CDK8_targ_647,CDK8,9017.0,2562.0,6405.0,4174.0,8263.0,1375.0,41.0,1249.0,810.0,308.0,6759.0,1604.0
gRNA_CDK8_targ_648,CDK8,8283.0,11748.0,28188.0,10427.0,19705.0,7006.0,5135.0,3863.0,6157.0,7062.0,27546.0,43362.0
gRNA_CDK8_targ_649,CDK8,11721.0,9737.0,18405.0,4840.0,13742.0,6912.0,1088.0,4528.0,4038.0,3870.0,70791.0,12750.0
gRNA_CDK8_targ_650,CDK8,12191.0,27529.0,44712.0,30722.0,19296.0,13075.0,3267.0,8154.0,5495.0,15574.0,24993.0,9648.0
gRNA_CDK8_targ_651,CDK8,5166.0,10358.0,17860.0,15327.0,15824.0,8067.0,5461.0,5306.0,4993.0,10020.0,17917.0,6888.0
gRNA_CDK8_targ_652,CDK8,5231.0,11098.0,10086.0,7396.0,8082.0,4260.0,9237.0,908.0,3397.0,5285.0,10130.0,8604.0
gRNA_CDK8_targ_653,CDK8,7533.0,10952.0,23800.0,11757.0,20482.0,7972.0,4025.0,1450.0,6089.0,22616.0,20724.0,12766.0
gRNA_CDK8_targ_654,CDK8,12649.0,28554.0,43730.0,24078.0,28937.0,17111.0,19854.0,16673.0,17495.0,5408.0,66615.0,33375.0
gRNA_CDK8_targ_655,CDK8,17421.0,14632.0,40179.0,26317.0,26405.0,5101.0,3478.0,3847.0,5738.0,2468.0,39971.0,17292.0
gRNA_CDK8_targ_656,CDK8,8753.0,11373.0,20927.0,4514.0,15039.0,2405.0,1108.0,2296.0,3578.0,18751.0,12827.0,6097.0
gRNA_CDK8_targ_657,CDK8,5041.0,7627.0,11955.0,8473.0,13322.0,3205.0,1750.0,1167.0,1878.0,9293.0,18345.0,3325.0
gRNA_CDK8_targ_658,CDK8,3151.0,10217.0,10179.0,8449.0,9012.0,5444.0,3373.0,644.0,3176.0,16431.0,10117.0,8856.0
gRNA_CDK8_targ_659,CDK8,4977.0,9440.0,18043.0,3941.0,15834.0,5635.0,1376.0,946.0,3068.0,2411.0,11612.0,5229.0
gRNA_CDK8_targ_660,CDK8,5825.0,3971.0,7161.0,3662.0,5588.0,2348.0,1029.0,1990.0,4749.0,2358.0,3891.0,1047.0
gRNA_CDK8_targ_661,CDK8,13471.0,21048.0,24882.0,13283.0,22932.0,14914.0,4321.0,5624.0,11948.0,15400.0,29766.0,12349.0
gRNA_CDK8_targ_662,CDK8,821.0,2391.0,3747.0,1904.0,3256.0,1086.0,631.0,49.0,825.0,545.0,3201.0,2736.0
gRNA_CDK8_targ_663,CDK8,1342.0,4497.0,6418.0,2413.0,5676.0,1653.0,454.0,654.0,9613.0,1476.0,1416.0,303.0
gRNA_CDK8_targ_664,CDK8,18798.0,29731.0,57502.0,19469.0,40990.0,23186.0,18066.0,13462.0,22560.0,31322.0,25042.0,42389.0
gRNA_CDK8_targ_665,CDK8,18673.0,14311.0,25345.0,14785.0,34475.0,14741.0,2228.0,12585.0,12096.0,10830.0,11192.0,3437.0
gRNA_CDK8_targ_666,CDK8,14828.0,9740.0,19437.0,10849.0,8027.0,12391.0,2082.0,1727.0,5398.0,8527.0,4794.0,11151.0
gRNA_CDK8_targ_667,CDK8,9818.0,12720.0,15683.0,10455.0,8140.0,11651.0,2583.0,6870.0,6712.0,4255.0,15015.0,10748.0
gRNA_CDK8_targ_668,CDK8,7229.0,16598.0,23346.0,19362.0,21536.0,8801.0,2571.0,3719.0,15908.0,2900.0,16909.0,21566.0
gRNA_CDK8_targ_669,CDK8,1342.0,3231.0,2409.0,856.0,2333.0,219.0,23.0,457.0,610.0,16.0,4723.0,5499.0
gRNA_CDK8_targ_670,CDK8,3363.0,7919.0,13869.0,6485.0,12332.0,1963.0,153.0,642.0,701.0,150.0,13083.0,223.0
gRNA_CDK8_targ_671,CDK8,4088.0,2755.0,7600.0,3300.0,7020.0,1906.0,547.0,527.0,481.0,3643.0,6448.0,222.0
gRNA_CDK8_targ_672,CDK8,5487.0,11507.0,17053.0,7211.0,11323.0,3075.0,669.0,688.0,481.0,149.0,16571.0,2627.0
gRNA_CDK8_targ_673,CDK8,178.0,4209.0,5536.0,3560.0,3885.0,331.0,76.0,248.0,1123.0,10193.0,20800.0,249.0
gRNA_CDK8_targ_674,CDK8,1257.0,1728.0,4850.0,2007.0,3666.0,561.0,667.0,59.0,1954.0,1665.0,2358.0,295.0
gRNA_CDK8_targ_675,CDK8,1223.0,4595.0,14188.0,4117.0,5119.0,3601.0,108.0,395.0,2322.0,2329.0,6907.0,8560.0
gRNA_CDK8_targ_676,CDK8,7121.0,11911.0,10690.0,5875.0,20988.0,2547.0,1503.0,2228.0,1764.0,334.0,15799.0,3560.0
gRNA_CDK8_targ_677,CDK8,9269.0,9871.0,15623.0,5461.0,17296.0,4639.0,2756.0,1931.0,4560.0,2035.0,22716.0,1127.0
gRNA_CDK8_targ_678,CDK8,7276.0,4659.0,23914.0,3532.0,10205.0,1940.0,738.0,1854.0,2260.0,508.0,13692.0,6656.0
gRNA_CDK8_targ_679,CDK8,3208.0,9082.0,14592.0,8695.0,15655.0,3175.0,4136.0,774.0,5858.0,3454.0,47278.0,10713.0
gRNA_CDK8_targ_680,CDK8,3937.0,11612.0,10094.0,4070.0,10032.0,776.0,560.0,1026.0,3665.0,2670.0,17798.0,3747.0
gRNA_CDK8_targ_681,CDK8,1864.0,5804.0,12381.0,4165.0,7299.0,1994.0,526.0,2662.0,1585.0,154.0,15230.0,16320.0
gRNA_CDK8_targ_682,CDK8,2991.0,4197.0,5260.0,1870.0,5415.0,2161.0,477.0,493.0,526.0,137.0,6699.0,483.0
gRNA_CDK8_targ_683,CDK8,4886.0,3684.0,9888.0,7409.0,5072.0,1778.0,1404.0,164.0,698.0,691.0,11470.0,541.0
gRNA_CDK8_targ_684,CDK8,2357.0,3848.0,9295.0,2679.0,5314.0,484.0,1301.0,5019.0,746.0,856.0,26308.0,572.0
gRNA_CDK8_targ_685,CDK8,7987.0,15363.0,27571.0,13660.0,14776.0,10621.0,7996.0,9860.0,13294.0,23240.0,7723.0,5254.0
gRNA_CDK8_targ_686,CDK8,12397.0,22476.0,40283.0,10152.0,16146.0,8159.0,17063.0,5275.0,9058.0,9811.0,24111.0,28225.0
gRNA_CDK8_targ_687,CDK8,8235.0,14174.0,25276.0,6331.0,11869.0,10862.0,8021.0,5886.0,8965.0,26163.0,20103.0,35572.0
gRNA_CDK8_targ_688,CDK8,39271.0,88544.0,96269.0,41948.0,137872.0,92991.0,68515.0,54042.0,161528.0,198412.0,151216.0,64042.0
gRNA_CDK8_targ_689,CDK8,12536.0,20483.0,33843.0,21238.0,29223.0,15176.0,7138.0,10819.0,7591.0,16133.0,49933.0,14210.0
gRNA_CDK8_targ_690,CDK8,14564.0,27310.0,35864.0,16897.0,29370.0,14072.0,16459.0,7994.0,10590.0,13211.0,19817.0,16551.0
gRNA_CDK8_targ_691,CDK8,3305.0,8955.0,20125.0,16340.0,12805.0,4203.0,3034.0,929.0,3637.0,16673.0,22180.0,2187.0
gRNA_CDK8_targ_692,CDK8,10825.0,10003.0,24666.0,14876.0,13153.0,3206.0,8510.0,1233.0,3417.0,25242.0,24397.0,23367.0
gRNA_CDK8_targ_693,CDK8,5302.0,6389.0,12419.0,8823.0,11183.0,4544.0,1102.0,3727.0,582.0,5399.0,13381.0,8107.0
gRNA_CDK8_targ_694,CDK8,13962.0,19290.0,39703.0,18389.0,17451.0,11819.0,2599.0,6639.0,12462.0,19615.0,33200.0,9012.0
gRNA_CDK8_targ_695,CDK8,21015.0,25377.0,44974.0,25785.0,53885.0,20466.0,9011.0,24219.0,14385.0,16900.0,69075.0,20642.0
gRNA_CDK8_targ_696,CDK8,928.0,9802.0,6934.0,6286.0,6800.0,5596.0,370.0,473.0,1241.0,93.0,2707.0,3185.0
gRNA_CDK8_targ_697,CDK8,14453.0,29211.0,30352.0,14156.0,22926.0,12720.0,12515.0,5073.0,6236.0,6517.0,11667.0,29123.0
gRNA_CDK8_targ_698,CDK8,10181.0,21647.0,39730.0,21653.0,40270.0,25660.0,5393.0,4714.0,15418.0,21580.0,23587.0,32638.0
gRNA_CDK8_targ_699,CDK8,8064.0,12640.0,21489.0,10106.0,16998.0,25616.0,2458.0,5047.0,4363.0,3881.0,7136.0,3520.0
gRNA_CDK8_targ_700,CDK8,5895.0,7060.0,18333.0,7122.0,12772.0,6642.0,2931.0,8983.0,2631.0,16259.0,25287.0,7779.0
gRNA_CDK8_targ_701,CDK8,11581.0,4624.0,20962.0,7313.0,15991.0,2948.0,2439.0,2037.0,7079.0,5202.0,8969.0,2776.0
gRNA_CDK8_targ_702,CDK8,5193.0,8439.0,21067.0,5773.0,16822.0,10200.0,4854.0,2151.0,7210.0,3481.0,3853.0,4967.0
gRNA_CDK8_targ_703,CDK8,8138.0,14711.0,26757.0,10888.0,16546.0,17410.0,1434.0,7369.0,5475.0,1821.0,19096.0,5363.0
gRNA_CDK8_targ_704,CDK8,9899.0,19053.0,30397.0,9114.0,23148.0,10928.0,1628.0,9037.0,7807.0,42941.0,23644.0,16392.0
gRNA_CDK8_targ_705,CDK8,14243.0,18244.0,34758.0,14780.0,21373.0,13993.0,7236.0,9217.0,9147.0,2835.0,11484.0,15903.0
gRNA_CDK8_targ_706,CDK8,9609.0,6099.0,31356.0,7297.0,18908.0,4582.0,2325.0,2724.0,2149.0,10136.0,5072.0,4527.0
gRNA_CDK8_targ_707,CDK8,24016.0,23286.0,57793.0,36042.0,24730.0,19668.0,3142.0,3995.0,15001.0,5069.0,16272.0,6907.0
gRNA_CDK8_targ_708,CDK8,10240.0,11558.0,20886.0,10712.0,39024.0,5226.0,909.0,3953.0,17650.0,8380.0,15088.0,32378.0
gRNA_CDK8_targ_709,CDK8,11701.0,17921.0,23456.0,8107.0,14441.0,3763.0,3929.0,2162.0,10842.0,8072.0,7051.0,18588.0
gRNA_CDK8_targ_710,CDK8,5345.0,6265.0,10677.0,1909.0,8597.0,4377.0,3545.0,4743.0,409.0,997.0,2992.0,17659.0
gRNA_CDK8_targ_711,CDK8,15896.0,18099.0,45305.0,21902.0,34096.0,14768.0,7014.0,8928.0,22448.0,20336.0,38612.0,35146.0
gRNA_CDK8_targ_712,CDK8,11169.0,13516.0,19393.0,17649.0,18561.0,12948.0,2432.0,7200.0,14929.0,1298.0,23221.0,35823.0
gRNA_CDK8_targ_713,CDK8,7492.0,14453.0,17744.0,19115.0,13083.0,9569.0,2104.0,3607.0,11469.0,7345.0,15138.0,11308.0
gRNA_CDK8_targ_714,CDK8,9129.0,6513.0,16080.0,7447.0,11783.0,4050.0,3338.0,1881.0,1721.0,3274.0,3985.0,6668.0
gRNA_CDK8_targ_715,CDK8,23134.0,28037.0,48026.0,23320.0,25409.0,15800.0,5399.0,13095.0,8707.0,16574.0,42631.0,39266.0
gRNA_CDK8_targ_716,CDK8,4059.0,6002.0,9286.0,6083.0,10440.0,1468.0,6811.0,398.0,1376.0,263.0,2121.0,19250.0
gRNA_CDK8_targ_717,CDK8,996.0,4787.0,5711.0,2249.0,3878.0,5109.0,199.0,1359.0,626.0,914.0,5798.0,458.0
gRNA_CDK8_targ_718,CDK8,6080.0,6975.0,20390.0,11503.0,12301.0,15694.0,5528.0,2898.0,6075.0,12988.0,25405.0,6165.0
gRNA_CDK8_targ_719,CDK8,7275.0,14472.0,16980.0,11400.0,17256.0,8883.0,1763.0,2281.0,14630.0,7246.0,19946.0,4139.0
gRNA_CDK8_targ_720,CDK8,19238.0,23469.0,45081.0,19136.0,32742.0,14609.0,11440.0,8609.0,13022.0,6558.0,41740.0,13536.0
gRNA_CDK8_targ_721,CDK8,16257.0,21700.0,36057.0,18597.0,19410.0,17613.0,3076.0,4404.0,11883.0,5862.0,24762.0,18778.0
gRNA_CDK8_targ_722,CDK8,12861.0,19110.0,39504.0,21216.0,17172.0,17999.0,9745.0,7311.0,11206.0,5372.0,6250.0,19207.0
gRNA_CDK8_targ_723,CDK8,39650.0,48146.0,81533.0,43756.0,68128.0,35663.0,22872.0,27779.0,26561.0,43559.0,72079.0,28248.0
gRNA_CDK8_targ_724,CDK8,17335.0,14726.0,34700.0,17146.0,35882.0,11776.0,16459.0,10059.0,13252.0,29079.0,47101.0,17740.0
gRNA_CDK8_targ_725,CDK8,31115.0,29664.0,41125.0,46954.0,60341.0,27887.0,20157.0,11043.0,38463.0,42355.0,51549.0,94312.0
gRNA_CDK8_targ_726,CDK8,25610.0,30652.0,46100.0,27144.0,27292.0,26521.0,9159.0,8015.0,20218.0,7781.0,24659.0,31432.0
gRNA_CDK8_targ_727,CDK8,3740.0,10660.0,14212.0,12163.0,18719.0,5653.0,9376.0,5454.0,17197.0,1617.0,8524.0,7172.0
gRNA_CDK8_targ_728,CDK8,3016.0,4896.0,13428.0,6047.0,3621.0,2143.0,502.0,1297.0,3743.0,1560.0,5190.0,18588.0
gRNA_CDK8_targ_729,CDK8,21084.0,27671.0,50640.0,43473.0,61336.0,40733.0,18107.0,29637.0,37243.0,29608.0,23794.0,82577.0
gRNA_CDK8_targ_730,CDK8,9914.0,18941.0,25771.0,15798.0,23978.0,9909.0,7975.0,9003.0,11748.0,9807.0,15741.0,14504.0
gRNA_CDK8_targ_731,CDK8,28069.0,31659.0,44619.0,22798.0,33258.0,20322.0,16098.0,9794.0,15768.0,31736.0,82466.0,23091.0
gRNA_CDK8_targ_732,CDK8,33301.0,30640.0,56524.0,39553.0,46699.0,27766.0,18746.0,7310.0,13338.0,19209.0,47787.0,46119.0
gRNA_CDK8_targ_733,CDK8,10768.0,18403.0,29804.0,17783.0,46593.0,16704.0,6196.0,8307.0,13384.0,26794.0,14604.0,33100.0
gRNA_CDK8_targ_734,CDK8,10788.0,9176.0,23403.0,13706.0,17772.0,4040.0,6257.0,6509.0,4140.0,13967.0,13641.0,10021.0
gRNA_CDK8_targ_735,CDK8,15749.0,26909.0,54457.0,20200.0,43444.0,23730.0,24552.0,14342.0,18244.0,7693.0,45875.0,71124.0
gRNA_CDK8_targ_736,CDK8,7355.0,4777.0,11033.0,4778.0,5635.0,2416.0,5742.0,3363.0,2527.0,8462.0,10111.0,462.0
gRNA_CDK8_targ_737,CDK8,11243.0,24746.0,23427.0,12086.0,17767.0,16897.0,6219.0,7867.0,5873.0,4295.0,21378.0,43560.0
gRNA_CDK8_targ_738,CDK8,17058.0,17287.0,31277.0,14903.0,29116.0,17015.0,9010.0,5457.0,24080.0,5346.0,51370.0,36966.0
gRNA_CDK8_targ_739,CDK8,12547.0,23184.0,27838.0,15975.0,31706.0,20415.0,15719.0,11024.0,11951.0,24703.0,68578.0,17494.0
gRNA_CDK8_targ_740,CDK8,18252.0,26164.0,39279.0,21273.0,35638.0,9984.0,7589.0,17065.0,7446.0,24170.0,42639.0,8090.0
gRNA_CDK8_targ_741,CDK8,13594.0,23658.0,36579.0,22040.0,26029.0,16065.0,5193.0,6832.0,13995.0,14873.0,37338.0,9931.0
gRNA_CDK8_targ_742,CDK8,14723.0,26742.0,27605.0,25943.0,37187.0,16094.0,5865.0,17074.0,6975.0,11686.0,49717.0,16409.0
gRNA_CDK8_targ_743,CDK8,9903.0,18963.0,25888.0,19494.0,30060.0,9015.0,9426.0,6100.0,17052.0,17260.0,14562.0,24694.0
gRNA_CDK8_targ_744,CDK8,12236.0,19234.0,19313.0,9564.0,30792.0,6799.0,5150.0,6973.0,23132.0,12629.0,20009.0,69291.0
gRNA_CDK8_targ_745,CDK8,4890.0,6289.0,12942.0,5458.0,14541.0,4553.0,2073.0,1304.0,1088.0,9013.0,26463.0,2764.0
gRNA_CDK8_targ_746,CDK8,3032.0,13379.0,10958.0,7849.0,10324.0,5599.0,1160.0,2082.0,6562.0,43174.0,12531.0,18825.0
gRNA_CDK8_targ_747,CDK8,7206.0,8241.0,17245.0,10485.0,11606.0,5735.0,1029.0,10768.0,5356.0,8213.0,19445.0,2203.0
gRNA_CDK8_targ_748,CDK8,8491.0,7592.0,10614.0,2588.0,11795.0,5215.0,838.0,1565.0,6900.0,2519.0,15742.0,5896.0
gRNA_CDK8_targ_749,CDK8,17911.0,23689.0,47451.0,31795.0,45200.0,27457.0,12401.0,19593.0,33210.0,29905.0,53693.0,69815.0
gRNA_CDK8_targ_750,CDK8,14980.0,26989.0,43902.0,29496.0,58948.0,20587.0,10193.0,14488.0,25659.0,6968.0,39356.0,33101.0
gRNA_CDK8_targ_751,CDK8,2733.0,10230.0,19478.0,4949.0,14702.0,4528.0,1606.0,2335.0,2607.0,110.0,19531.0,10305.0
gRNA_CDK8_targ_752,CDK8,13949.0,15887.0,21261.0,15674.0,32381.0,10425.0,4552.0,5932.0,10767.0,5925.0,37443.0,4081.0
gRNA_CDK8_targ_753,CDK8,12385.0,10394.0,25309.0,10993.0,13023.0,9898.0,1808.0,1806.0,3899.0,1534.0,46500.0,5513.0
gRNA_CDK8_targ_754,CDK8,25508.0,53325.0,55416.0,28243.0,41267.0,30824.0,22301.0,28148.0,26805.0,22751.0,89194.0,20411.0
gRNA_CDK8_targ_755,CDK8,9261.0,14397.0,38709.0,15367.0,11996.0,11379.0,15088.0,4257.0,7732.0,6372.0,16714.0,11655.0
gRNA_CDK8_targ_756,CDK8,10304.0,19735.0,27246.0,10116.0,14395.0,12983.0,6202.0,3421.0,7446.0,9688.0,12137.0,1929.0
gRNA_CDK8_targ_757,CDK8,11269.0,9579.0,17318.0,8835.0,14655.0,19927.0,2119.0,1298.0,4397.0,15253.0,40218.0,1106.0
gRNA_CDK8_targ_758,CDK8,3525.0,11584.0,13029.0,3469.0,5335.0,4224.0,734.0,1059.0,1149.0,5096.0,3370.0,2269.0
gRNA_CDK8_targ_759,CDK8,9099.0,12110.0,24482.0,7678.0,14210.0,2447.0,919.0,2561.0,1916.0,8601.0,8753.0,13620.0
gRNA_CDK8_targ_760,CDK8,6321.0,14042.0,13100.0,2454.0,9953.0,866.0,1086.0,378.0,360.0,615.0,4131.0,15614.0
gRNA_CDK8_targ_761,CDK8,2910.0,4051.0,8286.0,1263.0,2801.0,3521.0,149.0,1602.0,1683.0,233.0,4412.0,4472.0
gRNA_CDK8_targ_762,CDK8,17140.0,7111.0,17352.0,4953.0,2947.0,2884.0,676.0,302.0,1189.0,419.0,3917.0,3289.0
gRNA_CDK8_targ_763,CDK8,11917.0,10667.0,23130.0,6742.0,16084.0,5943.0,6921.0,4292.0,10618.0,19127.0,25401.0,27977.0
gRNA_CDK8_targ_764,CDK8,11144.0,16014.0,16239.0,12617.0,21632.0,4889.0,2116.0,7649.0,3108.0,1301.0,65553.0,23768.0
gRNA_CDK8_targ_765,CDK8,6222.0,17796.0,29140.0,13604.0,17778.0,11929.0,4422.0,6746.0,15562.0,10077.0,51979.0,5187.0
gRNA_CDK8_targ_766,CDK8,19062.0,16327.0,35746.0,18658.0,27428.0,10327.0,5806.0,9469.0,7174.0,1381.0,53896.0,59884.0
gRNA_CDK8_targ_767,CDK8,10098.0,11283.0,27564.0,21604.0,21059.0,9050.0,9171.0,18460.0,12868.0,14333.0,51097.0,14375.0
gRNA_CDK8_targ_768,CDK8,17645.0,21840.0,34194.0,21178.0,22673.0,16246.0,6843.0,15718.0,21204.0,36302.0,18251.0,20375.0
gRNA_CDK8_targ_769,CDK8,21660.0,25514.0,49667.0,18047.0,39362.0,22687.0,9983.0,13289.0,14955.0,30061.0,34697.0,11960.0
gRNA_CDK8_targ_770,CDK8,14161.0,13989.0,25265.0,11613.0,16671.0,5969.0,1683.0,3991.0,11574.0,4452.0,27808.0,9453.0
gRNA_CDK8_targ_771,CDK8,807.0,1547.0,8697.0,2215.0,3007.0,162.0,24.0,204.0,609.0,118.0,2456.0,89.0
gRNA_CDK8_targ_772,CDK8,2064.0,5609.0,6852.0,2618.0,3388.0,831.0,181.0,401.0,1439.0,70.0,3655.0,880.0
gRNA_CDK8_targ_773,CDK8,2955.0,2724.0,6394.0,1378.0,3203.0,1548.0,120.0,604.0,520.0,1161.0,2328.0,2638.0
